 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,197,2,2,88,188,44,44,44,0,94,94,94,0,1401015.228,20304.56853,65.66666667,28.88482877,99,48,50,50,0,50,50,48,48,0,48,48,0,0,0,0,64,64,10152.28426,10152.28426,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,210,2,2,64,96,32,32,32,0,48,48,48,0,761904.7619,19047.61905,70,36.37306696,112,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9523.809524,9523.809524,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,202,2,2,102,224,51,51,51,0,112,112,112,0,1613861.386,19801.9802,67.33333333,32.62412195,105,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,64,64,9900.990099,9900.990099,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,350,4,4,116,116,29,29,29,0,29,29,29,0,662857.1429,22857.14286,50,40.24922359,101,1,202,67.33333333,113.1650712,198,1,246,82,58.88972746,150,48,0,0,0,0,128,128,11428.57143,11428.57143,29,29,29,0,0,0,0,0,0,0,0,0,0,1,32.625,29,29,128,0,0,0,0,0,0,4,116,4,116,-1,-1,3,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,64,158,32,32,32,0,79,79,79,0,1361963.19,24539.8773,54.33333333,91.51138363,160,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,64,64,12269.93865,12269.93865,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,191,2,2,64,96,32,32,32,0,48,48,48,0,837696.3351,20942.40838,63.66666667,68.19335256,138,4,4,4,0,4,4,49,49,0,49,49,0,0,0,0,64,64,10471.20419,10471.20419,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,88,188,44,44,44,0,94,94,94,0,1693251.534,24539.8773,54.33333333,53.78041775,111,4,4,4,0,4,4,48,48,0,48,48,0,0,0,0,64,64,12269.93865,12269.93865,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,203,2,2,88,188,44,44,44,0,94,94,94,0,1359605.911,19704.4335,67.66666667,34.93326972,108,47,47,47,0,47,47,48,48,0,48,48,0,0,0,0,64,64,9852.216749,9852.216749,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,171,2,2,88,188,44,44,44,0,94,94,94,0,1614035.088,23391.81287,57,59.01694672,120,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,64,64,11695.90643,11695.90643,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,167,2,2,64,158,32,32,32,0,79,79,79,0,1329341.317,23952.09581,55.66666667,93.82075108,164,1,1,1,0,1,1,2,2,0,2,2,0,0,0,0,64,64,11976.0479,11976.0479,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,163,2,2,64,158,32,32,32,0,79,79,79,0,1361963.19,24539.8773,54.33333333,92.37604307,161,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12269.93865,12269.93865,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,162,2,2,64,158,32,32,32,0,79,79,79,0,1370370.37,24691.35802,54,91.7986928,160,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12345.67901,12345.67901,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,14114,2,2,500,2860,250,250,250,0,1430,1430,1430,0,238061.4992,283.4065467,4704.666667,8065.583323,14018,47,49,49,0,49,49,47,47,0,47,47,0,0,0,0,64,64,141.7032733,141.7032733,250,1430,722,646.3126179,417720,0,0,0,0,0,0,0,0,1,902.5,250,1430,64,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,205,2,2,88,188,44,44,44,0,94,94,94,0,1346341.463,19512.19512,68.33333333,34.35597959,108,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9756.097561,9756.097561,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,197,2,2,102,224,51,51,51,0,112,112,112,0,1654822.335,20304.56853,65.66666667,30.59956427,101,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,40,40,10152.28426,10152.28426,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,166,2,2,64,158,32,32,32,0,79,79,79,0,1337349.398,24096.38554,55.33333333,94.10809388,164,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12048.19277,12048.19277,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,236,2,2,64,158,32,32,32,0,79,79,79,0,940677.9661,16949.15254,78.66666667,134.5226127,234,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,8474.576271,8474.576271,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,411,2,2,352,358,176,176,176,0,179,179,179,0,1727493.917,9732.360097,137,153.2873119,314,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,4866.180049,4866.180049,176,179,177.2,1.643167673,2.7,0,0,0,0,0,0,0,0,1,221.5,176,179,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,201,2,2,88,188,44,44,44,0,94,94,94,0,1373134.328,19900.49751,67,32.04684072,104,48,49,49,0,49,49,48,48,0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,204,2,2,88,188,44,44,44,0,94,94,94,0,1352941.176,19607.84314,68,34.64101615,108,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9803.921569,9803.921569,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,244,2,2,80,180,40,40,40,0,90,90,90,0,1065573.77,16393.44262,81.33333333,99.28914006,193,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,28,28,8196.721311,8196.721311,40,90,60,27.38612788,750,0,0,0,0,0,0,0,0,1,75,40,90,28,0,0,0,0,0,0,2,80,2,180,-1,-1,1,14,0,0,0,0,0,0,0,0,BENIGN
88,674,2,2,500,2860,250,250,250,0,1430,1430,1430,0,4985163.205,5934.718101,224.6666667,384.806878,669,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,64,64,2967.35905,2967.35905,250,1430,722,646.3126179,417720,0,0,0,0,0,0,0,0,1,902.5,250,1430,64,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,208,2,2,88,188,44,44,44,0,94,94,94,0,1326923.077,19230.76923,69.33333333,35.21836642,110,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9615.384615,9615.384615,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,210,2,2,64,96,32,32,32,0,48,48,48,0,761904.7619,19047.61905,70,36.37306696,112,49,49,49,0,49,49,49,49,0,49,49,0,0,0,0,64,64,9523.809524,9523.809524,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,162,2,2,64,158,32,32,32,0,79,79,79,0,1370370.37,24691.35802,54,91.7986928,160,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,64,64,12345.67901,12345.67901,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32,79,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,198,2,2,102,224,51,51,51,0,112,112,112,0,1646464.646,20202.0202,66,74.95998933,148,1,1,1,0,1,1,49,49,0,49,49,0,0,0,0,64,40,10101.0101,10101.0101,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,209,2,2,64,96,32,32,32,0,48,48,48,0,765550.2392,19138.75598,69.66666667,37.5277675,113,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,9569.37799,9569.37799,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,189,2,2,102,224,51,51,51,0,112,112,112,0,1724867.725,21164.02116,63,106.5222981,186,1,186,186,0,186,186,1,1,0,1,1,0,0,0,0,64,64,10582.01058,10582.01058,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51,112,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
53,199,2,2,88,188,44,44,44,0,94,94,94,0,1386934.673,20100.50251,66.33333333,31.75426481,103,48,48,48,0,48,48,48,48,0,48,48,0,0,0,0,64,64,10050.25126,10050.25126,44,94,64,27.38612788,750,0,0,0,0,0,0,0,0,1,80,44,94,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
88,562,2,2,352,358,176,176,176,0,179,179,179,0,1263345.196,7117.437722,187.3333333,240.4669069,465,48,48,48,0,48,48,49,49,0,49,49,0,0,0,0,64,64,3558.718861,3558.718861,176,179,177.2,1.643167673,2.7,0,0,0,0,0,0,0,0,1,221.5,176,179,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN
