 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
389,1,2,0,7,0,7,0,3.5,4.9497474683,0,0,0,0,7000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,7,4.6666666667,4.0414518843,16.3333333333,0,1,0,0,1,0,0,0,0,7,3.5,0,64,0,0,0,0,0,0,2,7,0,0,237,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
88,1175,9,6,3110,3108,1555,0,345.5555555556,685.6905481176,1554,0,518,802.4821493342,5291914.89361702,12765.9574468085,83.9285714286,219.1801030715,842,1,1175,146.875,307.7148204333,906,1,1036,207.2,358.9633686047,842,4,0,0,0,0,304,208,7659.5744680851,5106.3829787234,0,1555,388.625,695.193582153,483294.116666667,0,0,0,1,0,0,0,0,0,414.5333333333,345.5555555556,518,304,0,0,0,0,0,0,9,3110,6,3108,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
389,77216,19,11,3412,6654,1293,0,179.5789473684,400.3188057022,3069,0,604.9090909091,1009.0265065444,130361.583091587,388.5205138831,2662.6206896552,13971.622595752,75306,1,77216,4289.7777777778,17724.0083919277,75306,1,76926,7692.6,23970.0937336507,75912,1,0,0,0,0,624,368,246.062992126,142.4575217571,0,3069,324.7096774194,693.6665478239,481173.279569892,0,0,0,1,0,0,0,0,0,335.5333333333,179.5789473684,604.9090909091,624,0,0,0,0,0,0,19,3412,11,6654,29200,2076,10,32,0,0,0,0,0,0,0,0,BENIGN
88,1053,9,6,3110,3108,1555,0,345.5555555556,685.6905481176,1554,0,518,802.4821493342,5905033.23836657,14245.0142450142,75.2142857143,204.3715238976,782,1,1053,131.625,318.1257332296,916,1,995,199,328.0891647098,782,5,0,0,0,0,304,208,8547.0085470086,5698.0056980057,0,1555,388.625,695.193582153,483294.116666667,0,0,0,1,0,0,0,0,0,414.5333333333,345.5555555556,518,304,0,0,0,0,0,0,9,3110,6,3108,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
389,436,10,4,165,326,79,0,16.5,33.0126238481,163,0,81.5,94.1080938779,1126146.78899083,32110.0917431193,33.5384615385,25.7960442207,87,1,436,48.4444444444,47.5975606284,148,1,302,100.6666666667,91.221342532,206,48,0,0,0,0,336,144,22935.7798165138,9174.3119266055,0,163,32.7333333333,59.5200646441,3542.6380952381,0,0,0,1,0,0,0,0,0,35.0714285714,16.5,81.5,336,0,0,0,0,0,0,10,165,4,326,29200,2081,3,32,0,0,0,0,0,0,0,0,BENIGN
389,1,2,0,7,0,7,0,3.5,4.9497474683,0,0,0,0,7000000,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,0,2000000,0,0,7,4.6666666667,4.0414518843,16.3333333333,0,1,0,0,1,0,0,0,0,7,3.5,0,64,0,0,0,0,0,0,2,7,0,0,237,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
88,1172,9,6,3110,3108,1555,0,345.5555555556,685.6905481176,1554,0,518,802.4821493342,5305460.75085324,12798.6348122867,83.7142857143,220.3460315648,846,1,1172,146.5,310.5469828728,913,1,1046,209.2,360.5436173336,846,3,0,0,0,0,304,208,7679.180887372,5119.4539249147,0,1555,388.625,695.193582153,483294.116666667,0,0,0,1,0,0,0,0,0,414.5333333333,345.5555555556,518,304,0,0,0,0,0,0,9,3110,6,3108,29200,2081,2,32,0,0,0,0,0,0,0,0,BENIGN
135,56361247,23,12,1730,1784,168,0,75.2173913043,81.8151778105,268,0,148.6666666667,84.8842348928,62.3478043344,0.6209940671,1657683.73529412,5134992.09210688,21449915,1,56361247,2561874.86363636,6245713.99210035,21449915,1,34693536,3153957.81818182,6385923.39386701,20331895,3,0,0,0,0,484,264,0.4080818155,0.2129122516,0,268,97.6111111111,89.2608625731,7967.5015873016,0,0,0,1,0,0,0,0,0,100.4,75.2173913043,148.6666666667,484,0,0,0,0,0,0,23,1730,12,1784,8192,2050,21,20,204149,5830.5127561819,210844,200187,11360298.3333333,7620304.56480083,20131476,6367360,BENIGN
135,73,1,1,6,6,6,6,6,0,6,6,6,0,164383.561643836,27397.2602739726,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13698.6301369863,13698.6301369863,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,253,2050,0,20,0,0,0,0,0,0,0,0,BENIGN
389,512,11,4,172,326,79,0,15.6363636364,31.4492375973,163,0,81.5,94.1080938779,972656.25,29296.875,36.5714285714,29.0429768704,80,1,512,51.2,43.425031184,127,1,284,94.6666666667,158.7744731792,278,2,0,0,0,0,368,144,21484.375,7812.5,0,163,31.125,57.8606083618,3347.85,0,0,0,1,0,0,0,0,0,33.2,15.6363636364,81.5,368,0,0,0,0,0,0,11,172,4,326,29200,2081,4,32,0,0,0,0,0,0,0,0,BENIGN
88,1100,10,6,3150,3152,1575,0,315,632.5616351173,1576,0,525.3333333333,813.8429004831,5729090.90909091,14545.4545454545,73.3333333333,220.3090902303,867,1,1100,122.2222222222,301.0962378451,922,1,1026,205.2,375.29881428,867,1,0,0,0,0,336,208,9090.9090909091,5454.5454545455,0,1576,370.7058823529,671.9757031234,451551.345588235,0,0,0,1,0,0,0,0,0,393.875,315,525.3333333333,336,0,0,0,0,0,0,10,3150,6,3152,29200,2081,3,32,0,0,0,0,0,0,0,0,BENIGN
389,15745,17,13,3452,6666,1313,0,203.0588235294,425.7784738846,3069,0,512.7692307692,948.1720267481,642616.703715465,1905.3667831058,542.9310344828,2557.7469707738,13828,1,15745,984.0625,3431.5068695594,13828,1,15655,1304.5833333333,4144.9507170737,14460,1,0,0,0,0,560,408,1079.7078437599,825.6589393458,0,3069,326.3870967742,695.3573027549,483521.778494624,0,0,0,1,0,0,0,0,0,337.2666666667,203.0588235294,512.7692307692,560,0,0,0,0,0,0,17,3452,13,6666,29200,0,10,32,0,0,0,0,0,0,0,0,BENIGN
